🐥,baby chick,bird,affectionate,easter,confused,cute,coward,,,,,,,,,,,,
🐦,bird,wild,flying,pigeon,,,,,,,,,,,,,,,
🐧,penguin,bird,playful,cold,affectionate,flightless,swimming,waddle,antarctic,clumsy,soul mate,winter,romantic,christmas,,,,,
🕊,dove,bird,flying,peace,hope,beautiful,pigeon,symbolic,eternal love,weddings,,,,,,,,,
🦅,eagle,bird,bald,feather,hunt,majestic,anger,predatory,danger,circling,endangered,flying,usa,mightiness,nobility,strength,,,
🦆,duck,bird,feather,farm,swim,natural diversity,cook,meat,lake,river,,,,,,,,,
🦢,swan,bird,feather,graceful,beautiful,soul mate,,,,,,,,,,,,,
🦉,owl,bird,feather,wisdom,bookworm,artist,can't sleep,night,predatory,crazy,nocturnal,time,crazy eyes,madness,scared,surprised,,,
🦤,dodo,bird,fluffy,extinct,cute,flightless,dense,plump,unintelligence,,,,,,,,,,
🪶,feather,bird,fluffy,light,fun,lighten up,ease up,kinky,frisky,loved one,magic,fly,romance,calm down,tease,,,,
🦩,flamingo,bird,fun,graceful,slender,bird,colourful,flamboyant,attractive,festive,over the top,,,,,,,,
🦚,peacock,bird,feather,beautiful,proud,bright,colorful,colourful personality,flamboyant,attracting a mate,honesty,arrogance,cocky,putting on a show,,,,,
🦜,parrot,bird,pet,tropical,attractive,repeating,talkative,annoying,,,,,,,,,,,
🐸,frog,reptile,friendly,sarcasm,gossip,fun,pond,,,,,,,,,,,,
🐊,crocodile,reptile,dinosaur,dangerous,ridiculous,anger,cool,,,,,,,,,,,,
🐢,turtle,reptile,pet,slow,long neck,alone,adorable,move slowly,,,,,,,,,,,
🦎,lizard,reptile,pet,gecko,crawler,adorable ,,,,,,,,,,,,,
🐍,snake,reptile,pet,sly,chinese zodiac,poisonous,cruel,fear,wisdom,backstabber,,,,,,,,,
🐲,dragon,reptile,mythic,fantasy,folklore,chinese zodiac,new year,magical,celebration,tradition,strength,wales,wisdom,,,,,,
🐉,dragon,reptile,mythic,fantasy,folklore,chinese zodiac,new year,magical,celebration,tradition,dangerous,strength,wales,wisdom,,,,,
🦕,sauropod,reptile,dinosaur,loved one,long neck,vegetarian,gentle giant,friendly,,,,,,,,,,,
🦖,trex,reptile,meat lover,dinosaur,eating, beasts,predator,friendly,,,,,,,,,,,
🐳,spouting whale,ocean life,underwater,friendly,affectionate,cute,fat,enormous,insult,,,,,,,,,,
🐋,whale,ocean life,underwater,hump,enormous,wonderous,,,,,,,,,,,,,
🐬,dolphin,ocean life,underwater,holidays,swimming,beaches,intelligence,kindness,,,,,,,,,,,
🦭,seal,ocean life,underwater,cute,talent,tricks,charming ,loud,,,,,,,,,,,
🐟,fish,ocean life,underwater,pet,swim,food,fishing,pisces,river,,,,,,,,,,
🐠,tropical fish,ocean life,underwater,pet,angel fish,swim,food,bright,fishing,cute,islands,colourful,aquariums,herbivorous,beauty,,,,
🐡,blowfish,ocean life,underwater,alarm,delicacy,anger,death,poisonous,danger,japanese cuisine,blowjob,,,,,,,,
🦈,shark,ocean life,underwater,hunting,scared,hungry,attacking ,nice smile,,,,,,,,,,,
🐙,octopus,ocean life,underwater,surprise,friendly,confused,traveling,diving,multitasking,,,,,,,,,,
🐚,spiral shell,ocean life,snail,crab,beach,empty,memory,vacation,souvenir,,,,,,,,,,
🐌,snail,insect,slow,lazy,slime,late,garden,,,,,,,,,,,,
🦋,butterfly,insect,happiness,beautiful,flying,garden,colorful,transformation,summer,,,,,,,,,,
🐛,bug,insect,worm,caterpillar,hairy,butterfly,garden,larva,creepy,transformation,,,,,,,,,
🐜,ant,insect,hardworking,colonies,tiny,garden,,,,,,,,,,,,,
🐝,honeybee,insect,flying,queen,honey,garden,gathering,luck,good reputation,hard working,environment,global warming,political,workaholic,,,,,
🪲,beetle,insect,fear,hard shell,garden,soften up,tough shell,scared,,,,,,,,,,,
🐞,lady beetle,insect,beetle,good luck,garden,good reputation,lady bug,love bug,,,,,,,,,,,
🦗,cricket,insect,silence,night,annoying,music,active,annoying sound,flop joke,bad joke,tumbleweed, luck,no reaction,garden,,,,,
🪳,cockroach,insect,annoyance,insult,disgust,death,tough,durable,nasty,afraid ,,,,,,,,,
🕷,spider,insect,eight legs ,halloween,thread,fear,poisonous,arachnophobia,creepy,inside house,,,,,,,,,
🕸,spider web,spider,halloween,superhero,hunting,unique,invisible,silk,scary,abandoned,dirty space,,,,,,,,
🦂,scorpion,lobster,eight legs ,scorpio,anger,fear,poisonous,dessert,danger,claws,scares,aggressive,,,,,,,
🦟,insect,mosquito,diseases,blood,annoying,hot,deal,bite,itchy ,scared ,garden,,,,,,,,
🪰,insect,fly,alone,annoying,pester,life,buzz off,gross,leave you alone,disgusting,garden,,,,,,,,
🪱,insect,worm,secret,dirt,gross,dirty,aware,wriggly,unreliable,untrustworthy,gossip,garden,,,,,,,
🦠,microbe,covid 19,germs,diseases,science,sick,gross,biology,,,,,,,,,,,
💐,bouquet,happiness,rose,bright,appreciation,flowers,beauty,tender,colorful,loved ones,bless,remembered,declarations,,,,,,
🌸,cherry blossom,love,beauty,traditional,pink flower,sakura,tender,spring,beautiful ,easter,,,,,,,,,
💮,white flower,happiness,student,teacher,cherry blossom,rosette,rose,blossom,beauty,exceptional,sakura,hieroglyphs,japanese,cherry trees,art,poetry,you did very well,schoolwork,
🏵,rosette,happiness,rose,beauty,ancient,ancient culture,decoration,ribbon,symmetrical flower,ornaments,decorative,exquisiteness,,,,,,,
🌹,rose,love,romance,beauty,luxurious,congratulate,scent,,,,,,,,,,,,
🥀,wilted flower,irony,dying,lost,faded feelings,depressed,useless waiting,thirsty,lack of sunlight,lost love,deflated,,,,,,,,
🌺,hibiscus,happiness,beauty,warm,flower,hawaii,gardening,loved ones,compliment,,,,,,,,,,
🌻,sunflower,happiness,summer,sun,,,,,,,,,,,,,,,
🌼,blossom,happiness,flower,daisy,appreciation,beauty,attractive,spring,,,,,,,,,,,
🌷,tulip,happiness,appreciation,beautiful,spring,youth,charm,congratulations,holidays,compliment,,,,,,,,,
🌱,seedling,leaves,life,youth,earth,gardening,new plant,spring,awakening,hobby,new beginning,growing,,,,,,,
🪴,potted plant,shy,planning,settled,house plant,growing,leaves,,,,,,,,,,,,
🌲,evergreen tree,christmas,winter,forests,tradition,woods,growing,traveling,,,,,,,,,,,
🌳,deciduous tree,forest,woods,growing,,,,,,,,,,,,,,,
🌴,palm tree,fun,coconut,holidays,beach,desert island,vacation,tropical,exotic,sun,,,,,,,,,
🌵,cactus,dry,desert,plant,friendly,bitter,hot,spikes,unfriendly,travels,,,,,,,,,
🌾,sheaf of rice,asian,farm,leaves,cereal,fields,wheat,harvest,plant,growing,gather,agriculture,,,,,,,
🌿,herb,cooking,leaves,seasoning,ingredient,spring,,,,,,,,,,,,,
☘,shamrock,clover,plant,good luck,tricks,st patricks day.,ireland,leaves,,,,,,,,,,,
🍀,four leaf clover,good luck,tricks,ireland,st patricks day,,,,,,,,,,,,,,
🍁,maple leaf,leaf fallen,canada,autumn,,,,,,,,,,,,,,,
🍂,fallen leaf,autumn,nostalgia,slight sadness,,,,,,,,,,,,,,,
🍃,leaf fluttering in wind,tender,strong wind,forests,spring,summer,tenderness,freshness ,,,,,,,,,,,
🍇,grapes,healthy eating,diet,craving,delicious,wine,craving,sweet,,,,,,,,,,,
🍈,melon,healthy eating,diet,craving,delicious,honeydew,juicy,breasts,sweet,,,,,,,,,,
🍉,watermelon,healthy eating,diet,craving,delicious,juicy,summer,vacation,sunshine,sweet,,,,,,,,,
🍊,tangerine,healthy eating,diet,craving,delicious,anger,sour,citrus,spain,orange,breasts,,,,,,,,
🍋,lemon,healthy eating,diet,craving,delicious,sour,citrus,bitter,lemonade,troubles,crybabies,,,,,,,,
🍌,banana,healthy eating,diet,craving,delicious,snack,sweet,traveling,vacation,monkey,good time,exotic,,,,,,,
🍍,pineapple,healthy eating,diet,craving,delicious,sweet,tropical fruit,pina colada,cocktail,beach,vacations,summer,sun,hawaii,traveling,good time,,,
🥭,mango,healthy eating,diet,craving,delicious,sweet,juicy,tropical fruit,stickiness,,,,,,,,,,
🍎,red apple,healthy eating,diet,craving,delicious,sweet,teacher,juicy,temptation,snow white,,,,,,,,,
🍏,green apple,healthy eating,diet,craving,delicious,sweet,brand,doctor,nutritious,,,,,,,,,,
🍐,pear,healthy eating,diet,craving,delicious,sweet,summer,pear shape,peer,,,,,,,,,,
🍑,peach,healthy eating,diet,craving,delicious,sweet,shy,compliment,attractive buttocks,sexy,,,,,,,,,
🍒,cherries,healthy eating,diet,craving,delicious,sweet,breasts,summer,compliment,sexy,decoration,cocktails,treat,bonus points,,,,,
🍓,strawberry,healthy eating,diet,craving,delicious,sweet,summer,lust,vacation,romance,perfect dates,,,,,,,,
🫐,blueberries,healthy eating,diet,craving,delicious,sweet,breakfast,diet,brain size,poking fun,ball size,thinking ability,,,,,,,
🥝,kiwi fruit,healthy eating,diet,craving,delicious,sweet,hairy,exotic fruit,,,,,,,,,,,
🍅,tomato,healthy eating,diet,red apple,garden,plump,disapproval,tradition,juicy,sauces,rotten,,,,,,,,
🫒,olive,pizza,bitter,toppings,oil,martini,,,,,,,,,,,,,
🥥,coconut,healthy eating,diet,craving,delicious,hairy,milk,tropical,pina colada,tropical fruit,sweet,cocktails,bounty,tropical island,palm tree,paradise,beach,,
🥑,avocado,healthy eating,diet,craving,delicious,california,basic,beneficial,nutritious,,,,,,,,,,
🍆,eggplant,healthy eating,diet,fun,penis,lucky,joke,surprise,,,,,,,,,,,
🥔,potato,healthy eating,vegtable,baking,friendly insult,nutritious,unfriendly,,,,,,,,,,,,
🥕,carrot,healthy eating,diet,luck,garden,rabbit,see in the dark,,,,,,,,,,,,
🌽,ear of corn,healthy eating,diet,mexican,popcorn,,,,,,,,,,,,,,
🌶,hot pepper,mexican,hot,spicy,extremely hot,sauces,perfect,sexy,seasoning,,,,,,,,,,
🫑,bell pepper,healthy eating,diet,sweet,salad,colorful,crunchy,,,,,,,,,,,,
🥒,cucumber,healthy eating,diet,salad,sandwiches,penis,,,,,,,,,,,,,
🥬,leafy green,healthy eating,diet,asian,salad,,,,,,,,,,,,,,
🥦,broccoli,healthy eating,diet,disliked as a child,,,,,,,,,,,,,,,
🧄,garlic,cooking,protection,vampire,seasoning,flavor,strong odor,smells,,,,,,,,,,,
🧅,onion,cooking,crying,flavour,complex,layers,teary,,,,,,,,,,,,
🍄,mushroom,fun,toadstool,poisonous,lust,psychedelic,forest,wonder,game,magic,,,,,,,,,
🥜,peanuts,snack,penut butter,crazy,traditional,,,,,,,,,,,,,,
🌰,chestnut,snack,christmas,roasted,raisin,squirrel,nutella,pet name,cute,,,,,,,,,,
🍞,bread,unhealthy,craving,sandwich,wheat,breakfast,hunger,make a living,earning,toast,shopping lists,,,,,,,,
🥐,croissant,unhealthy,craving,hungry,pastry,breakfast,french breakfast,traveling,,,,,,,,,,,
🥖,baguette bread,unhealthy,craving,hungry,pastry,shopping lists,french people,,,,,,,,,,,,
🫓,flatbread,unhealthy,craving,hungry,sandwich,tortilla,,,,,,,,,,,,,
🥨,pretzel,unhealthy,craving,hungry,salty,snack,warm buttery taste,carnivals,fairs,circus,savory,,,,,,,,
🥯,bagel,unhealthy,craving,hungry,bread,sandwich,hollow,hole in the center,doughnut,american,breakfast,,,,,,,,
🥞,pancakes,unhealthy,craving,hungry,breakfast,tradition,american,sweet,,,,,,,,,,,
🧇,waffle,unhealthy,craving,hungry,breakfast,,,,,,,,,,,,,,
🧀,cheese wedge,dairy,hungry,craving,cheesy,swiss cheese,,,,,,,,,,,,,
🍖,meat on bone,hungry,craving,pork,lamb,ham,,,,,,,,,,,,,
🍗,poultry leg,meat,hungry,fast food,craving,turkey,duck,thanksgiving, chicken thigh,drum sticks,,,,,,,,,
🥩,cut of meat,hungry,craving,steak,sexual,masculinity,manly,love meat,,,,,,,,,,,
🥓,bacon,meat,hungry,breakfast,craving,fried,tradition,sandwiches,english breakfast,,,,,,,,,,
🍔,hamburger,fast food,unhealthy,craving,hungry,meat,american,traditional,,,,,,,,,,,
🍟,french fries,fast food,unhealthy,craving,hungry,chips,mcdonalds,fried,american,,,,,,,,,,
🍕,pizza,fast food,unhealthy,craving,hungry,good time,italian,party food,,,,,,,,,,,
🌭,hot dog,fast food,unhealthy,craving,hungry,baseball games,street food,snack,buying snacks,american,basketball games,,,,,,,,
🥪,sandwich,craving,hungry,bread,delicious,blt,,,,,,,,,,,,,
🌮,taco,craving,hungry,tortilla,mexican,cheese,meat,,,,,,,,,,,,
🌯,burrito,craving,hungry,mexican,flatbread,tradition,meat,,,,,,,,,,,,
🫔,tamale,craving,hungry,winter,hispanic,gifts,stuffed,stuffed as a tamle,festive food,,,,,,,,,,
🥙,stuffed flatbread,craving,hungry,sandwich,pita,,,,,,,,,,,,,,
🧆,falafel,craving,hungry,middle eastern,fried,,,,,,,,,,,,,,
🥚,egg,easter,chicken,breakfast,morning,egghead,nerds,academic,,,,,,,,,,,
🍳,cooking,hungry,breakfast,prepared,fry pan,cookware,warming up food,fried,food bloggers,recipes,,,,,,,,,
🥘,shallow pan of food,hungry,cooking,tradition,meals,spanish paella,dinner with friends,,,,,,,,,,,,
🍲,pot of food,hungry,cooking,hot,soup,vegetable,stew,noodles,nutritious,,,,,,,,,,
🫕,fondue,hungry,cute,snack,dip,party,treat,melted cheese,cheesy and you love it,cheesiness,,,,,,,,,
🥣,bowl with spoon,hungry,breakfast,soup,cereal,empty,food,,,,,,,,,,,,
🥗,green salad,healthy eating,diet,garden,healthy vegetables,,,,,,,,,,,,,,
🍿,popcorn,snack,craving,watching a movie,movie theater,cinema,watching a film,,,,,,,,,,,,
🧈,butter,ingredient,cooking,flavor,slippery,,,,,,,,,,,,,,
🧂,salt,ingredient,preservative,seasoning,,,,,,,,,,,,,,,
🥫,canned food,tomato,soup,quick meal,,,,,,,,,,,,,,,
🍱,bento box,sushi,lunch box,routine,school,japanese,,,,,,,,,,,,,
🍘,rice cracker,senbei,snack,seaweed,travel,hungry,japanese,,,,,,,,,,,,
🍙,rice ball,snack,seaweed,hungry,japanese,,,,,,,,,,,,,,
🍚,cooked rice,asian,tradition,hungry,,,,,,,,,,,,,,,
🍛,curry rice,asian,hungry,indian,,,,,,,,,,,,,,,
🍜,steaming bowl,noodles,warm,hungry,chopsticks,japanese,eating ,,,,,,,,,,,,
🍝,spaghetti,noodles,tomato,hungry,italian,,,,,,,,,,,,,,
🍠,roasted sweet potato,winter,snack,yam,asia,harvest,full moon,,,,,,,,,,,,
🍢,oden,fish,hungry,craving,japanese,,,,,,,,,,,,,,
🍣,sushi,hungry,craving,rice,japanese,maki,,,,,,,,,,,,,
🍤,fried shrimp,hungry,craving,asian,big prawn,,,,,,,,,,,,,,
🍥,fish cake with swirl,hungry,craving,iconic,narutomaki,japanese,,,,,,,,,,,,,
🥮,moon cake,festive,sweet,traditional,autumn,delicacy,harvest,traditional chinese pastry,moon watching,friends,family,,,,,,,,
🍡,dango,festive,sweet,full moon,japanese,,,,,,,,,,,,,,
🥟,dumpling,savoury,sweet,dinner,dinner,plumpy person,,,,,,,,,,,,,
🥠,fortune cookie,sweet,cookie,luck,restaurants,chinese restaurant,future,,,,,,,,,,,,
🥡,takeout box,fast food,traditional,restaurants,chopsticks,asian,order food,,,,,,,,,,,,
🦀,crab,seafood,craving,beach,cancer,tradition,claws,zodiac sign,,,,,,,,,,,
🦞,lobster,seafood,craving,beach,criticized,pensive,friend,delicious,expensive,trip down to the beach,painful claws,rough hands,,,,,,,
🦐,shrimp,seafood,craving,beach,japanese,spanish,,,,,,,,,,,,,
🦑,squid,seafood,craving,beach,octopus,middleterranean,japanese,,,,,,,,,,,,
🦪,oyster,seafood,craving,beach,pearl,romantic,romantic ,delicacy,aphrodisiac,romantic dinner,loved one,hope,delicacy,sex,,,,,
🍦,soft ice cream,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,hot weather,cool down,summer,good time,,,,,,,
🍧,shaved ice,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,hot weather,cool down,summer,hawaii,relaxing,japanese,,,,,
🍨,ice cream,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,hot weather,cool down,summer,tradition,good time,,,,,,
🍩,doughnut,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,bad habits,,,,,,,,,,
🍪,cookie,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,baking,pet name,,,,,,,,,
🎂,birthday cake,craving,unhealthy,treat,sweet,desert,delicious,celebration,congratulate,,,,,,,,,,
🍰,shortcake,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,celebration,birthday,parties,holidays,cafes,,,,,,
🧁,cupcake,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,frosting,swirl,rainbow,parties,messy to eat,,,,,,
🥧,pie,craving,unhealthy,treat,sweet,desert,delicious,thanksgiving,savory,craving,baking,,,,,,,,
🍫,chocolate bar,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,candy,happiness,love,cocoa,sweetie,,,,,,
🍬,candy,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,candy,sugar,loved person,sweetie,colourful,childhood,,,,,
🍭,lollipop,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,candy,colorful,swirl,rainbow,happiness,playful,childhood,sexual,hypnosis,food bloggers,
🍮,custard,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,,,,,,,,,,,
🍯,honey pot,craving,unhealthy,treat,sweet,desert,delicious,sweet tooth,desire,lust,winnie the pooh,loved person,sweetie,,,,,,
🍼,baby bottle,milk,breast feeding,childhood,childishness,insult,without responsibilities,mothers milk,,,,,,,,,,,
🥛,glass of milk,plant milk,thirsty,full,empty,breakfast,snack,chidhood,,,,,,,,,,,
☕,hot beverage,thirsty,craving,addicted,coffee,relaxing,pleasant evenings,morning,caffeine,keeping warm,tea,waking up,,,,,,,
🫖,teapot,thirsty,kettle on,offering tea,,,,,,,,,,,,,,,
🍵,teacup without handle,thirsty,tradition,soup,matcha,green tea,hot,rage,japanese ,,,,,,,,,,
🍶,sake,thirsty,traditional japanese alcohol,,,,,,,,,,,,,,,,
🍾,bottle with popping cork,thirsty,sparkling,wine,wedding,bar,birthday,accomplishment,bubbly,celebration,holidays,shimmer wine,champagne,vacation,proms,victories,,,
🍷,wine glass,craving,addicted,parties,calm,holidays,pleasant evenings,unwind,relax,numbing,alcohol,,,,,,,,
🍸,cocktail glass,alcohol,martini,parties,celebration,bar,having fun,,,,,,,,,,,,
🍹,tropical drink,cocktail,sunset,bar,relaxing,delicious,vacation,celebration,enjoy,party,having fun,,,,,,,,
🍺,beer mug,craving,addicted,friendly,celebration,tradition,pub,,,,,,,,,,,,
🍻,clinking beer mugs,friendly,celebration,holidays,pub,,,,,,,,,,,,,,
🥂,clinking glasses,sparkling,wine,white wine,celebration,success,bar,achievement,congratulations,proms,,,,,,,,,
🥃,tumbler glass,craving,addicted,alcohol,relax,traditional,bar,numbing,,,,,,,,,,,
🥤,cup with straw,thirsty,fast food,coca cola,soft drink,,,,,,,,,,,,,,
🧋,bubble tea,thirsty,fast food,sugar,sweet,,,,,,,,,,,,,,
🧃,beverage box,thirsty,juice,childhood,lunches,,,,,,,,,,,,,,
🧉,mate,thirsty,caffeine,tradition,craving,,,,,,,,,,,,,,
🧊,ice,cold,chill,cool off,calm down,hot day,cool drinks,,,,,,,,,,,,
🥢,chopsticks,eating,utensils,asian cuisine,,,,,,,,,,,,,,,
🍽,fork and knife with plate,eating,dinner time,finished a delicious meal,waiting for a meal,going to a restaurant,cafes,,,,,,,,,,,,
🍴,fork and knife,eating,meals,hungry,full,restaurants,cafes,superior taste,,,,,,,,,,,
🥄,spoon,ice cream,food,soup,cereal,meals,hungry,cutlery,,,,,,,,,,,
🔪,kitchen knife,chef,meat,cooking,anger,cutting,murders,self defense,,,,,,,,,,,
🏺,amphora,zodiac sign,museum,aquarius,greece,ancient greece,storing wine,ornament,world cultural heritage,,,,,,,,,,
🌍,globe,environment,lust,africa,outer space,traveling,,,,,,,,,,,,,
🌎,globe,environment,lust,america,outer space,traveling,,,,,,,,,,,,,
🌏,globe,environment,lust,asia,outer space,traveling,,,,,,,,,,,,,
🌐,globe,planet,logo,geography,,,,,,,,,,,,,,,
🗺,world map,travel,tourism,world news,seeing the world,adventure,choosing the next travel destination,geography,,,,,,,,,,,
🗾,map of japan,traveling to japan,japanese culture,japanese news,,,,,,,,,,,,,,,
🧭,compass,traveling,travel,exploring,magnet,north,east,south,west,ask for directions,,,,,,,,,
🏔,snow capped mountain,moutain climbing,camping,,,,,,,,,,,,,,,,
⛰,mountain,lake,wood,outdoor activities,alpinism,nature,,,,,,,,,,,,,
🌋,volcano,anger,hot,danger,active,explosiveness,,,,,,,,,,,,,
🗻,mount fuji,dream,lucky,mountain,japan,dormant,,,,,,,,,,,,,
🏕,camping,vacations,wood,outdoor activities,camps,weekends,,,,,,,,,,,,,
🏖,beach with umbrella,protection,relaxing,summer,vacations,weekends,desert island,vacation,exotic countries,tropical,,,,,,,,,
🏜,desert,exhaustion,hot,dry,lack of water,dehydration,,,,,,,,,,,,,
🏝,desert island,isolated,exotic places,loney,,,,,,,,,,,,,,,
🏞,national park,river,mountain,nature,picturesque,lake,outdoor activities,vacations,camping,,,,,,,,,,
🏟,stadium,sport,venue,football,music concert,city,,,,,,,,,,,,,
🏛,classical building,office,court,post office,museum,mayor,exhibitions,architecture,,,,,,,,,,,
🏗,building construction,houses,office building,,,,,,,,,,,,,,,,
🧱,brick,heavy,building,construction,,,,,,,,,,,,,,,
🪨,rock,enojoyed,durable,rugid,hard to break,,,,,,,,,,,,,,
🪵,wood,penis,morning wood,,,,,,,,,,,,,,,,
🛖,hut,relax,,,,,,,,,,,,,,,,,
🏘,houses,neighborhoods,private property,,,,,,,,,,,,,,,,
🏚,derelict house,abandoned,neglect,,,,,,,,,,,,,,,,
🏠,house,family,safe,,,,,,,,,,,,,,,,
🏡,house with garden,,,,,,,,,,,,,,,,,,
🏢,office building,business,work,,,,,,,,,,,,,,,,
🏣,japanese post office,building,,,,,,,,,,,,,,,,,
🏤,post office,building,service,,,,,,,,,,,,,,,,
🏥,hospital,building,care,health,medicine,illness,,,,,,,,,,,,,
🏦,bank,building,money,deposit,withdraw,,,,,,,,,,,,,,
🏨,hotel,building,bed and breakfast,resting,travel,,,,,,,,,,,,,,
🏩,love hotel,building,sex,romantic ,travel,,,,,,,,,,,,,,
🏪,convenience store,building,snack,travel,,,,,,,,,,,,,,,
🏫,school,building,education,,,,,,,,,,,,,,,,
🏬,department store,building,shopping,,,,,,,,,,,,,,,,
🏭,factory,building,work,,,,,,,,,,,,,,,,
🏯,japanese castle,,,,,,,,,,,,,,,,,,
🏰,castle,royal,,,,,,,,,,,,,,,,,
💒,wedding,building,love,church,celebration,,,,,,,,,,,,,,
🗼,tokyo tower,tallest,building,inspired,,,,,,,,,,,,,,,
🗽,statue of liberty,freedom,,,,,,,,,,,,,,,,,
⛪,church,quiet,wedding,service,building,prayer,romantic,relief,religion,ceremonies,soul,,,,,,,,
🕌,mosque,building,place of worship,,,,,,,,,,,,,,,,
🛕,hindu temple,building,place of worship,church,,,,,,,,,,,,,,,
🕍,synagogue,place of worship,religion,building,,,,,,,,,,,,,,,
⛩,shinto shrine,hot springs,religion,building,,,,,,,,,,,,,,,
🕋,kaaba,,,,,,,,,,,,,,,,,,
⛲,fountain,picturesque,parks,,,,,,,,,,,,,,,,
⛺,tent,camping,homeless,parks,,,,,,,,,,,,,,,
🌁,foggy,,,,,,,,,,,,,,,,,,
🌃,night with stars,cityscape,life,,,,,,,,,,,,,,,,
🏙,cityscape,life,office building,,,,,,,,,,,,,,,,
🌄,sunrise over mountains,morning,new beginning,,,,,,,,,,,,,,,,
🌅,sunrise,morning,dawn,,,,,,,,,,,,,,,,
🌆,cityscape at dusk,life,sunset,,,,,,,,,,,,,,,,
🌇,sunset,dusk,night,evening,,,,,,,,,,,,,,,
🌉,bridge at night,romance,life,wonder,,,,,,,,,,,,,,,
♨,hot springs,relax,,,,,,,,,,,,,,,,,
🎠,carousel horse,happiness,amusement,childhood,carnivals,attraction,,,,,,,,,,,,,
🎡,ferris wheel,amusement,,,,,,,,,,,,,,,,,
🎢,roller coaster,amusement,,,,,,,,,,,,,,,,,
💈,barber pole,haircut,,,,,,,,,,,,,,,,,
🎪,circus tent,excitement,fun,crazy,,,,,,,,,,,,,,,
🚂,locomotive,power,train,travel,transport,,,,,,,,,,,,,,
🚃,railway car,tram,traveling,transport,,,,,,,,,,,,,,,
🚄,high speed train,train,traveling,quick,,,,,,,,,,,,,,,
🚅,bullet train,train,traveling,quick,,,,,,,,,,,,,,,
🚆,train,traveling,transport,,,,,,,,,,,,,,,,
🚇,metro,train,traveling,transport,,,,,,,,,,,,,,,
🚈,light rail,train,traveling,transport,,,,,,,,,,,,,,,
🚉,station,train,traveling,transport,,,,,,,,,,,,,,,
🚊,tram,traveling,transport,,,,,,,,,,,,,,,,
🚝,monorail,train,transport,traveling,attraction,,,,,,,,,,,,,,
🚞,mountain railway,traveling,train,tourism,transport,,,,,,,,,,,,,,
🚋,tram car,traveling,transport,,,,,,,,,,,,,,,,
🚌,bus,transport,school,traveling,,,,,,,,,,,,,,,
🚍,oncoming bus,traveling,transport,,,,,,,,,,,,,,,,
🚎,trolleybus,power,tram,traveling,transport,,,,,,,,,,,,,,
🚐,minibus,transport,traveling,,,,,,,,,,,,,,,,
🚑,ambulance,hospital,quick,late,health,,,,,,,,,,,,,,
🚒,fire engine,life savers,quick,firefighter,respect,,,,,,,,,,,,,,
🚓,police car,chase,fast,criminals,save,,,,,,,,,,,,,,
🚔,oncoming police car,chase,fast,criminals,save,,,,,,,,,,,,,,
🚕,taxi,new york,transport,late,,,,,,,,,,,,,,,
🚖,oncoming taxi,new york,transport,late,,,,,,,,,,,,,,,
🚗,automobile,traveling,transport,,,,,,,,,,,,,,,,
🚘,oncoming automobile,traveling,transport,,,,,,,,,,,,,,,,
🚙,sport utility vehicle,traveling,transport,,,,,,,,,,,,,,,,
🛻,pickup truck,business,transport,delivery,,,,,,,,,,,,,,,
🚚,delivery truck,business,transport,delivery,,,,,,,,,,,,,,,
🚛,articulated lorry,business,transport,delivery,,,,,,,,,,,,,,,
🚜,tractor,farmer,gardening,agriculture,,,,,,,,,,,,,,,
🏎,racing car,speed,sports,late,devoted,,,,,,,,,,,,,,
🏍,motorcycle,sport,transport,speed,,,,,,,,,,,,,,,
🛵,motor scooter,transport,asian,,,,,,,,,,,,,,,,
🦽,manual wheelchair,slow,lazy,disabled,late,,,,,,,,,,,,,,
🦼,motorized wheelchair,lazy,disabled,late,,,,,,,,,,,,,,,
🛺,auto rickshaw,transport,asian,,,,,,,,,,,,,,,,
🚲,bicycle,sport,transport,healthy,,,,,,,,,,,,,,,
🛴,kick scooter,entertain,travel,,,,,,,,,,,,,,,,
🛹,skateboard,riding,tricks,,,,,,,,,,,,,,,,
🛼,roller skate,dangerous,tricks,quick,,,,,,,,,,,,,,,
🚏,bus stop,transport,information,times,,,,,,,,,,,,,,,
🛣,motorway,desire,travel,journey,,,,,,,,,,,,,,,
🛤,railway track,train,journey,travel,,,,,,,,,,,,,,,
🛢,oil drum,hazardous,mechanic,,,,,,,,,,,,,,,,
⛽,fuel pump,station,petrol,,,,,,,,,,,,,,,,
🚨,police car light,warning,important,stop,pull over,,,,,,,,,,,,,,
🚥,horizontal traffic light,sport,stop,start,wait,,,,,,,,,,,,,,
🚦,vertical traffic light,stop,start,wait,,,,,,,,,,,,,,,
🛑,stop sign,wait,stop,caution,,,,,,,,,,,,,,,
🚧,construction,traffic problems,,,,,,,,,,,,,,,,,
